text,y_pred
我饿了帮我打电话叫外卖,7
打开空调的冷风，调至22度,10
给我儿子讲个英文故事好吗,3
劳动节那天，江苏卫视有什么吸引人的节目吗帮我看下,4
后天邢台会下雨吗,11
5月1日的济南新闻帮我回放下吧,1
立刻告诉我去往黄石的磁悬浮列车是11点的吗,2
斗罗大陆在腾讯视频上一共有多少集,8
播放凤凰传奇版的海底,5
能给我来一个频率是一零四点五的东广新闻台给我听吗,6
放一下杜甫的春望英文版,5
播放封神榜的有声小说,3
我等下想泡个热水澡，把热水器温度调到40度。,10
请关上儿童房的灯,10
放日本文学小说风土记的日文版,3
我要听李荣浩的专辑麻雀里面的歌,5
6月中旬重庆温度查一下,11
我要查周一上午去海口的下铺价格。,2
属于原色专辑的因为单身的缘故唱一下吧,5
兰州本周会出现强沙尘天气吗,11
中兴上海特约维修站在哪里,7
想听傅欣瑶的消失，帮我打开音响吧,5
找2018年王者荣耀职业联赛春季赛的比赛回放,1
设置星期天上午去公园参加活动,7
古典音乐是不是能随机来一首呢,5
李小龙主演的精武门播给我瞧瞧。,8
水浸传感器能不能关上啊,10
帮我看看5月3日去往郑州的高铁票,2
在重重压力下凌潇肃前日通过微博表示电视剧再好顶多就是个戏,5
红楼梦能不能给我继续播放呢,8
请播放恐怖小说诡梦惊心来听,3
推荐一部催泪的美国纪录片来看,1
23号牛乃糖在卡通正式开播了吗帮我看下,1
设置明天早上6点做早饭的闹钟,7
郑少秋跌下四米高的假山带伤复工称以后会小心,0
给我放俄语版的小故事沼泽王的女儿,3
今年年初两人分手消息传出,1
一个单眼皮一个双眼皮,0
我的煲汤食材准备好了，开始帮我煮汤模式吧,10
李亚炜回应车祸与李亚鹏无关家属提出无理要求,6
我想看5月26日毛不易的科颜氏采访视频,1
这屋空调暖风调低成不成,10
我3号9点要去晋城还有火车票吗,7
我想一会看一些学习编程类的学习视频,1
我要去中山阳江公交站牌告诉我怎么走,7
我想听诗词咏鹅,3
驾车往中关村怎么走,2
安七炫内地复出谢婷婷称张柏芝预产期延后图,8
我想观看CCTV7的国防故事节目看一下往期的节目呗,1
查一下新加坡机场9点起飞到北京的机票,2
盖世英雄里面的11首歌可以全部播放一遍吗,5
梨园闯关我挂帅往期视频搜索播放,1
单曲循环蔡琴老师的《伤心小站》,5
告诉我怎么坐车去广州几路车到,2
随便找一个新闻电台听,6
查看一下昨天CCTV11戏曲播放了哪些节目,4
绵阳最近有雨吗,11
见人说人话见鬼说鬼话,11
我要到南江规划一下路线,2
我想看康乐嘉年华，中午11点有播放吗,8
赶快给我查一查今年的端午节是农历几号,9
昌明空气质量如何,11
二零零七年一一月侯高俊杰初遇周杰伦,8
衣服已经放洗衣机了，预约明天九点洗衣机洗衣,10
播放一个八岐大蛇CG视频,1
上海这个星期啥时候能没有雨,9
几月几号是采花节,9
香港的电影叶问3拍摄花絮播放出来,1
给我播放2018年亚运会的视频，我想了解当时的比赛情况,1
什么脸型适合戴平光镜,9
厦门今天的紫外线指数是不是很低。,11
苏小明朋友们好我在这个戏里演他的一个表妹的妈妈,7
帮我关闭浴霸所有功能可不可以呢,10
帮我放一下情感疗愈节目解忧电台,6
电视剧自古英雄出少年拍摄消息一出即在网上引发网友热议,7
我想要的是歌王迈克尔杰克逊的档案麻烦详细点谢谢合作,8
这个周末上午9点左右去采摘园摘草莓的闹钟帮我设置下,7
贾玲今年导演的那个电影看一下吧,8
陕西农林卫视的三农信息联播可以给我回放下吗我想看下,4
循环收听北京故事广播的读书俱乐部,6
下午三点有大话西游吗帮我看下,4
将空调设为上下扫风,10
苏州的昼夜温差多少啊,2
请继续给我播放呼啸山庄的第三章来听,3
星期二大连会有冰雹吗,11
除了李亚鹏决定退居幕后记者获悉王菲也对投拍影视剧产生兴趣,8
给我放一下5月26日的世乓赛的情况呢,1
珠江现在有什么吸引人的电视剧吗我想看下,4
下个月西安的温度是不是会上升？,11
帮我找CCTV1在5月26的新闻联播好吗,1
现在去深圳北站怎么坐公交,2
而面对毛茸茸的孙悟空韩雪如何自然地与其演对手戏呢,7
美国演员安妮海瑟薇的剧给我立刻播放呢,8
回放6点32在CCTV10播出的探索·发现-2021-150,4
既然我设置的铃声自己听不到我想把它删除可以吗谢谢,10
届时她在会上推广环保理念,0
帮我赶快查查星期几是青年节啊,9
我想调低温度空调快,10
我颠覆了整个世界只为摆正你的倒影用因英语怎么翻译,5
唐勇的说法得到了湖南省卫生厅医政处调研员鲁鸿安的认同,5
5分钟后告诉我10月25日是阴历多少,9
我18号和30号安排一个新的日程,7
采花节是周几,9
国庆节是农历8月16吗,9
周五到周日三天韶关有大暴雨吗,11
并把空调温度调低到23,10
看一下CCTV10科教台的百家讲坛,8
你找一个今年中国上线的喜剧片可以吗,8
王祖蓝将刘子千在中歪嘴摆头兼眨眼的夸张表情学到足十分爆笑,5
他还表示自己将出任山东卫视中华达人的评委,5
有没有女驸马我想听戏曲,5
可以让扫地机器人开始工作吧,10
请问QQD电信可不可以用QQ二零零八JAVA正式版登陆QQ,7
可以告诉我下空调现在调的是什么模式吗,10
添仓节是几月几号,9
不管世界如何对高圆圆来说家人安康便是最大的修为,10
来首俄语歌听,5
主持人赵宁说到在这部片子当中也有吻戏的部分尴不尴尬呢,4
3月22日的吉林新闻早报还能看回放吗我想看下,4
空调温度调高一下,10
昨天9点30左右在中央9套播出的跨过鸭绿江帮我放一下,4
最近丽江是晴天吗,11
临床治疗神经衰弱的具体药物名称,11
重新播放前天的十分好球,6
麻烦继续查哪趟去东京的飞机的餐食好,2
查小欣我说的只是事实而已,8
我想看下去年宋祖儿跨年晚会演的那个小品,8
帮我设置18号早上8点参加上海车展的提醒。,7
给我空调调低5度,10
单曲循环播放恋曲1990,5
可以帮我找找今天播放的盛唐幻夜在哪个吗我想看下,4
放一个司马光砸缸的故事给小孩子听,3
雪中悍刀行能给我读来听一下吗,5
我想看科幻剧我就是这般女子,8
能不能说一说农历的几月几号是元宵节啊,9
帮我开一下电烤箱吧，我想烤鸡翅吃,10
中秋节是周几,9
我想听潘长江的春晚小品相女婿,1
有知情人爆料郭德纲的二徒弟曹云金也已萌生了退意,0
今天的农历是几月初几,9
请循环播放张信哲的过火。,5
周日6点早起闹钟提醒,7
我想看最好的图片美女,8
赶紧告诉我一下运城开过来的高铁今天有票吗,2
找到并播放打日本的抗战剧亮剑,8
去听一听上海广播电台的新闻,6
将周三晚上7点去参加歌唱比赛设定好行程。,7
唐嫣的锦绣未央立刻播放一下呢,8
记一下2月24号的提醒改到3月22号提醒,7
你赶紧给我查5月1日是什么节日,9
播放陈情令的有声小说,3
武汉有多少所体育类型的大学,1
怎么到现代城啊,2
来一首古筝版本的十面埋伏可以不,5
拨到琼海人民广播电台我要听享聊生活,6
愚人节是几月几号,9
一九六零年生英国跨界女高音歌手和演员嗓音嘹亮被誉为天籁之声,6
我要听频率是一零零点六的海门广播电台,6
能否在10点新建提醒系统杀毒,7
还是听着赵雷的鼓楼,5
帮我预约电饭煲明早7点的煮饭模式,10
芒种播放给我一直放K歌必点啊,5
收听经济类的山东人民广播电台经济频道,6
麻烦帮我制定个明天早晨5点钟起床赶高铁的闹钟。,7
卡通台现在有什么节目可以打发时间我想看下,4
接着收听王冰月的童年回忆,6
播放豆瓣评分第一的肖申克的救赎？,8
姜广涛配音的广播剧魔道祖师,8
最近一周富士山会有大风出现吗,11
你们小时候最崇拜的男人是谁,8
西游降魔篇13年上线的那个播放给我吧,8
查询双鸭山气温这几天热么,11
有人想听郭冬临的小品面试放一下,5
蓝洁瑛为何发疯近日遭法院颁令强制留院治疗二,8
烟台去济南开车要几个小时？,2
梁朝伟和刘嘉玲李嘉欣和许晋亨倪震和周慧敏徐熙媛和周渝民,0
请给我续播推理小说清明上河图密码的第五章,3
现在块给我播一个法文版的野天鹅来听,5
自动咖啡的模式调到香醇,10
播放连丽如讲的十二女侠,8
给我找出来单田芳讲的三侠五义听听,5
帮我找下百家讲坛这期节目在哪个频道直播呢,4
想继续看一会八月未央电视剧呢,8
你可以播放将军令的纯古筝版吗,5
非诚勿扰照常播出乐嘉微博称为三周前录制,6
将明天的日程给我全部删除,7
帮我播放单田芳的评书,3
我想看看今年万圣节是几月几号,9
来一首今年最火的抖音歌曲给我吧,5
这个星期华盛顿飞纽约的航班最便宜的时段是在什么时候？,2
赶紧查询汕尾去往广州的大客车发车了没,2
麻烦给我播放德云社的群口相声,3
能不能在2个小时后叫我去洗澡,7
播一下章鱼讲故事讲的悬疑小说,3
循环播放园丁和主人这个故事给我听,3
查一查最近从桂林到西安的汽车车次,2
想听刘禹锡的诗秋词,5
我想对孩子们而言让他们的伤痛得到有效宣泄就是最重要的事情了,0
来一首智珉的歌Hey,5
放一下有声的紫襟演播的恐怖小说,3
一场关于爱情的谎言在4月26播放的花絮有么,1
记得帮我建一个4月2号去和朋友一起逛街的提醒,7
帮我打开合肥购物看看合肥购物正在卖些什么东西,7
设定明天晚上10点看直播的闹钟,7
请问圣诞节是什么时候,9
帮我找到坐车到北京的路线,2
明天要去烧烤，看一下天气怎么样,11
喜剧飞驰人生可以播放一下吗,8
我想你给我看看日本电影的溺水小刀呢,8
能帮我看一下下个月3号是什么纪念日吗,9
能不能帮我查看一下端午节是农历几号,9
张国荣的同道中人你能不能播放一下啊,8
武僧传奇之蹴鞠之战多个台正在转播中观看一下,1
周迅陈坤刘嘉玲也表示一定会看大阅兵,8
现在国内外的豪华列车有哪些,2
我要循环播青蛙王子的故事,3
我想知道今年春节是几月几号,9
你是怎么看待这句话的,5
找找去聊城三中的路,2
智能电热毯温度设定在四十到五十度之间,10
去年的几月几号是万元节,9
风波不断的肩上蝶在诞生的过程中究竟发生了什么事,8
2020年吉杰淘宝直播帮我找一下,1
打开FM104.5旅游之声电台，放Family,6
单田芳讲的白眉大侠播放一下,5
告诉我福州今天适合穿什么衣服,11
四十岁到六十岁登上健康快车,10
帮我放频率是九零点九的商业电台第二台,6
搜索并播放科教频道的百家说故事,6
查询下周河北多地会有降雨加雪吗,11
CCTV8电视剧频道5月26都播出过哪些电视剧呢,4
听听中心是做什么用啊,9
回放今天上午10点在CCTV11播出的传奇大掌柜,1
北流现在紫外线指数多少,11
速度规划一条走高速的去沈阳路线,2
怎样挂Q而且不用下载要二十四小时在线的,11
我想听柳永的雨霖铃这首诗,5
二零一二年一月二十六日,0
回放5月21日的西安新闻综合的直播西安,1
太热了，把风扇风大点吧,10
给我找一下5月25号王者荣耀的解说视频,1
仔细的查看一下今天有惠州始发到汕头的大巴吗,2
今天温度很低大家要注意保暖,11
我想把怪咖这个专辑顺序播放下呢,5
然而大家不知道的是这位才女不仅能演能唱更是有着一身好舞艺,0
我想看2019到2020CBA联赛的所有视频,1
我爱健康这个节目还是在七点多开播吗帮我看下,4
韩国综艺节目认识的哥哥帮我找一下,8
30分钟以后关掉显示屏这个备忘录删除,7
福布斯是最新推荐全国十大富豪,8
今天的朝闻天下你有录下来吗,8
帮我找出王一博的电台FM85,6
大平唱的孝敬爹和妈放一下,1
给我放一个李商隐的诗词吧,3
搜索一下CCTV7正在直播的节目,4
可以告诉我荆州开来的大巴是6点的吗,2
把儿童房的灯关掉好吗,10
我是有钱就花没钱就不花,0
找几个张学友唱歌的视频来看,1
能找一下2020年肖战的剧播放吗,8
加拿大2012的人类进化史诗这部纪录片播放,1
来自岁月积蕴的智慧让我们一起聆听,11
查一下这月重庆是否有冰雹,11
北郊站到郑州东站的火车票有没有,2
播一个岳云鹏孙越的精彩相声非一般的爱情来听,3
八月五日有到深圳的汽车票吗,2
就不告诉你呀我就不告诉你就不告诉你,0
FM87.6放音乐呢吗看一看,1
我要循环的听一只很饿很饿的小猪的故事,3
后天上午九点从南京出发地飞机,7
5月22日播放的法治第一线今天有重播吧,4
看一下济南去淄博的大巴是13点30的不,2
你一定要在12月15号之前提醒我还房贷,7
我想到酒泉旅行哪里最好,8
来一个节奏快的美国电影播放一下吧,8
发现山西在今天上午九点四十九分播吗帮我看下,4
2020年美国电影花木兰的预告片给我找一下,1
播报一下明天需要穿个外套吗，会有强降雨不,11
RNG.M比赛的视频帮我找一下,1
海贼王这个礼拜周日更新的那集播放一下,1
我要去北京翻译成英语,7
明天去南京的高铁票还有吗,2
动漫咱们的裸熊帮我找一下吧,1
按照更新顺序播放动画片小羊肖恩,1
我要做蛋糕，帮我把电饭煲调成蒸蛋糕模式吧,10
明天开始春运抢票设置个闹钟,7
5月13号在中央8套播出的朝闻天下帮我播出一下,4
帮我播放正在直播的国际足球赛场-20-21赛季意甲联赛第38轮1,4
十二乘以五再乘以三再除以八等于多少,4
讲一下老头子做事总不会错这个故事给我听,3
单曲循环民谣南山南,5
你是否一个体贴细心的女朋友,0
给我查查青岛去往深圳的动车是16点的吗,2
随便放一首专辑写一首歌里的歌儿,5
给我播放灵异类的有声漫画,1
单曲循环一下莱芙里面的曲子吧,5
江苏城市的家屋室的主人播放了吗帮我看下,4
临近预产期要怎么运动,0
那个综艺叫密室逃脱给我搜一下,7
好忙呀我现在的电话每一秒钟就响等儿媳出院再商量啦,10
4点的时候通知我接孩子,7
她笑称不会那么亲切啦,10
请续播烈日灼心这部小说的第五章,3
问到有没有担心过离开星辉演艺生涯受到影响,8
给我调到九四点八的香港电台第二台,6
把空调的风速调大,10
放一个岳云鹏孙越的相声我们不一样来听一下,3
我哭了谢谢你给了我很多的感悟一颗温暖的卤蛋,5
说一下16点有威海去武汉的火车吗,2
在家吗还好吧弄点好吃的新年快乐,6
新建一个6月10号下午6点的提醒,7
可以不可以把空调调到18度,10
顾名思义可以理解为微细表情说了这是一种下意识的表情,8
动漫斗破苍穹的第4季播放第9集,1
骑车去学校最短的线路怎么走,2
演唱者斯黛芬妮劳伦斯,1
播一下章鱼讲故事讲的的灵异小说,3
给我读一下安徒生的白雪皇后俄语版的,3
把空调调成最低16吧,10
我想看2012年麦当娜在巴黎举行演唱会的那个视频,1
播放一个豆瓣评分最高的日本纪录片来看,1
我想看一个台湾演员林心如的电视剧呢,8
找到CCTV12现在正在直播哪个节目播放,4
蔡徐坤的情人最近很火，请给我播放一首情人。,5
黎耀祥陈豪邓萃雯畲诗曼陈法拉敖嘉年杨怡马浚伟等到场出席,6
看看空调是多少度行嘛,10
放放郭德纲的2021年天津春晚相声富贵人生来听,3
我想知道前天是几月几号,9
我打电话给我老婆打电话,0
查找一下B站婷婷助眠的视频,1
霍尊唱的英文歌曲来一首可以吗,5
收听雅娟的空中笑林电台节目,6
把家里的空调关了有点冷,10
找一下那个恋恋不忘的第25集,8
搞笑有声漫画播一个给我,0
几月几号是端午节,9
悬崖是不是在CCTV8播出已经播放到第几集了,8
马上给放王维的相思,5
我想看一个英国拍的历史剧呢,8
今年的冬至是周几,9
沈腾2018年以前的电影给我播放一个,8
你是不是可以在90分钟后提醒关闭电脑,7
赵本山形容大长脸的脸,2
华为P30的开箱视频找一下,1
给我循环朗读李商隐的夜雨寄北,5
播放钟馗捉妖记有关神话的剧,8
10点的旅游百事通听它,6
搜索一下CCTV1精彩一刻-2020-186新航拍中国湖南洞庭湖,1
几月几号是添仓节,9
明星开动物玩笑被批何超莲被轰冷血千金,1
2018年的七夕节是几月几号,9
空气净化器设置为高速模式好么,10
朴信惠演的韩国电视剧随机播放一个给我看,8
下载一本电子书给我看,8
南都以前拍戏有过这种感觉吗,2
华商晨报上春晚家里人应该很自豪吧,8
今年的护士节是周几,9
八点二十八分的有啥说啥文旅郑州还能重播不帮我看下,4
五十二届格莱美最佳摇滚专辑奖提名名单,5
是不是能继续播放杨幂的扶摇吗,8
请播放伍思凯老师的《特别的爱给特别的你》,5
找一下怎么到高就村,2
我想了解明天邢台的紫外线情况,11
今晚7点10分山东农科将要播放什么节目帮我看下,4
我想看一个去年上线的悬疑剧呢,8
张柏芝胞弟与孙祖杨现身英皇总部东洋味十足,8
请循环收听王浩主持的电影天堂,6
钱钟书有个小说叫围城的放来听,6
长江周边正常的湿气指数是多少,11
有搞笑的宠物视频吗想看下,4
你像小孩的样子好可爱的我喜欢嘿嘿,6
我要看赵丽颖和金瀚演的那个你和我的倾城时光,8
是否能续播一下那个玄幻剧,8
气温下降的厉害，调大电火炉的温度。,11
杨坤履行抗抑郁大使职责北大提供心理咨询图,0
播放蔡依林的日不落,5
我还想看80年代的科幻电影,8
给我吧空调风速降到一格,10
你可以给我定一个明天5:10的闹钟吗,7
给我放一个高桥留美子的日本动漫片剪辑版视频,1
日本电影版火影忍者我想看。,8
请给我播放雪梅这首古诗,5
我想开窗换气,11
看一下能不能订三张明天早上飞南宁的商务舱机票,2
能不能订三张明天早上飞重庆的经济舱,2
汪苏泷专辑克制凶猛顺序播放一下啊,5
夜半更深对朗月几多愁难入眠想找一个聊天谈话的电话,8
2020年最火的古典音乐来一首吧,5
我要听普希金的渔夫和金鱼的故事的英文版的,3
13点有深圳始发去汕头的长途车不,2
我还不知道发往淮安的大巴明天有没有票呢,2
想听听90年代邓丽君的歌曲,5
搜一下美国DC系列的神奇女侠,8
收听北京交通广播的行走天下,6
查一下回妈妈家的步行路线,2
我想看电视剧频道播出的我的仨妈俩爸查看一下往期视频,1
想看特别关注，麻烦给我打开新闻吧,8
循环播放郭德纲的相声笑到不行给我听,3
再找下到电子商贸学校的路,2
帮我转到贵州卫视看看有什么节目吧,4
我想听故事萤火虫对星星说循环播放,5
哪些小窍门使身上的蚊虫疤痕轻松去除,5
后天是农历几月几日,9
今年的新年除夕是星期几,9
农历的什么时候是立秋,9
我妈比较喜欢看冯巩的小品，随机播放一个出来吧,8
我想听英文版的最后的珠子这个故事,3
帮我设定一个今天上午9点30分陪妈妈看戏的闹钟。,7
合肥市现在已经开始下雪了但我这还没下,0
几月几号是成人节,9
一泰坦尼克号一八四二八七九九五五,0
浴霸切换到暖风模式可以吗,10
过两天太原的空气质量是多少呢,11
快给放威廉豪夫的故事商队来听,3
小年是什么时候,9
现在给我设一个明天14:30的闹铃,7
准备将食物放着等会再吃，帮我切换到蒸烤箱的保温功能行么,10
我想知道世界战史这个节目是在哪个频道播出的,4
给我找出来刘兰芳讲的岳飞传听听,8
咸猪手事件升级官恩娜及无线台再曝新丑闻图,1
给我回放2018年在俄罗斯举行的世界杯,1
随机放一个古装电视剧里的歌曲吧,5
说我没有接到他的电话,2
一二月三日晚上起高璇就发表了十几条关于编剧署名维权的微博,2
北京卫视5月23的午间节目有哪些,4
能不能看看安庆开过来的客车是几点呢,2
16点的正点财经正在直播中点击播放,1
麻烦帮我找下中国戏剧广播里的秦腔节目按节目列表顺序播放,6
韩寒的经营之道就是正版签名,5
随便收听一个经济类新闻的电台吧,6
律师认为检方涉嫌程序违法,0
现在续播黑山老妖小说的第十二章,3
张元这既是一种现实也是不现实,9
林俊杰的专辑对的时间点播放,5
王者荣耀的打野专场有吗，我想看,1
我要听白杰的先听为快帮我调下,6
我现在要听北京文艺广播的空中笑林,6
去年上的那个美国电视剧现在播一下,8
不知道今晚的中央四有什么节目看，帮我看下,4
能不能帮我建一个今天下午5点去买旗袍的提醒,7
空调暖风再往低调一下,10
厦门空气质量怎么样,11
请回答我重庆飞上海的飞机起飞了吗,2
我想把你的名字改成贝贝,10
江苏卫视的时代问答帮我重新播放一次,8
16点你记得通知我洗头,7
我想看CCTV1星光大道的往期节目,1
我需要制定一个周五上午9点半面试的闹钟。,7
放一下高尔基的小说童年,3
打电话二零五八五零零,8
告我一下大连未来三天有没有大风,11
再放一首鞠婧祎的过去完成时,6
今天中午更新的心动的信号找一下来看这综艺还挺好看的,1
十点半的环球综艺有什么综艺看,4
打算怎么过这个年啊小李他们好像不回去,0
查询播放新疆一周的室外气温,11
我想十分钟之后听首张小斐的萱草花,5
今天上午10点我要去超市，帮我设置一下,7
你平时都有什么爱好啊,8
今天的中国城市报道是不是五点帮我看下,4
随便播放一首英文歌,5
李冰冰和吴尊演的谜巢看一下,8
播放美国NBA球赛,1
帮我把洗衣机设置为智能洗模式好吧,10
李淼工作连轴转多栖才艺露锋芒图,11
银行休假日是哪天,9
随便播放一个法语歌,8
我想知道三亚八月紫外线指数是不是很高。,11
昨天的电影台播的逗吧逗把街我没看到想再播放一下,1
10点的闹钟延迟10分钟后再响,7
大秀肌肉的同时也展示了他性格中男性粗犷的一面,7
晒懂事钟镇涛五岁女儿催婚,9
挨着个儿播放华语专辑死不回头里的歌曲,5
6月23日是星期几？,9
苏瑞每次出街必引起轰动照片总是被粉丝们争先恐后地转载,7
一站到底还在江苏卫视播吗帮我看下,4
快查询青岛飞深圳的飞机起飞了吗,2
她到底是一个怎样的女人晨报记者就此为你揭开谜底,8
调到荆州音乐广播，频率十一点零三,6
我是说附近最近的夜店,2
我不为我个人为了行业的尊严我决定放弃这个奖项,0
请播放鲁宾逊漂流记的俄语版小说,3
能给我来一个频率是九七点二的天津人民广播电台新闻台吗,6
每天她都会和准新郎通电话聊天但新郎从不为关于婚礼的问题烦她,5
明天台湾有雨吗,11
播放一下宗涛在福建新闻广播的节目,6
端午节是几月几号呀,9
客厅的空调温度改到最高,10
9月1号是农历几月几号,9
可以帮我把台灯打开吗,10
谢天华贴心地帮太太拎包充当护花使者,1
我需要听白敬亭的不加糖,5
请你给我设置一个大后天早上10点15分去纹眉的闹钟。,7
上期第二战场-2019-15在国防军事查看一下,1
我们会在明天九点到车站集合准备出发今晚把东西整理一下好好休息,4
我今天看的那个毒液继续播放一下可以吗,8
有网友评价郭师傅真做大师傅了,0
帮助我看看去往北海的客车哪天有票呢,2
我想看会电视，可以帮我打开不呢,10
能帮我调小些健身房的空调风速吗,10
快给我一条坐公交去医院的路线,2
航空煤油出厂价同时下调,5
其实另类是别人说的我觉得我现在特别正常,5
给我把温度调高,10
4月22号的王者荣耀竞技赛视频给我回放一下,1
从上海出发去苏州高铁多久？,2
警方现正调查初步判定为自杀,9
请帮我设好一个后天上午8点去拍全家福的提醒。,7
烦请帮忙把4月24号的提醒改到5月24号提醒,7
能给我单曲循环一首民谣吗,5
通灵妃的有声漫画帮我播一下,1
黄冈10号到益阳的汽车票查查,2
能否帮我打开取暖器呀,10
最近一周南京的空气质量怎么样,11
帮我报一下中国的阴历4月20是哪一天呢,9
热血的有声漫画播一个给我,0
80年代香港的犯罪电影找一个看一看,8
CCTV3播出的文化十分往期视频回放一下,4
江苏等地为晴天吗,4
一个人在外面注意安全,0
香港的电视剧逆天奇案拍摄花絮播放出来,1
全集家庭剧小舍得播放可以吗,8
放冯巩的春晚小品还钱我想听,5
帮我播放一下上海新闻广播十万个为什么,6
礼拜几是6月的12日,9
查询一下卧室温度,11
能不能查下日历前天的农历是多少呀,9
南方周末到现在你最多被问到的应该是太阳照常升起吧,8
想我了没问号宝贝句号,10
我需要收听富渍主持的回忆杀,6
今天播放量最高的治愈系歌曲来一首吧,5
播放恰好是少年王俊凯参加的,3
河北到江西有多远啊看下路线,2
帮我设置凌晨1点给孩子喂奶的闹钟,7
我想知道大前天是什么节日啊,9
对你感觉挺好的期待与你相识,8
后来数据监测显示收视率甚至超过黄金时间节目,6
有点儿想看旭旭宝宝的买东西的直播给我找一下那个台,6
那个情景喜剧继续给我看一会吧,8
我想知道郴州到衡阳的导航路线有几种方式。,2
是不是可以给我播放一下2020年的由晓光主持的音乐之声吗,6
我要听斯蒂芬金的恐怖小说黑暗的另一半,6
让他一夜之间从武汉变成金马奖最佳新人,2
作者是priest的广播剧播放一个给我,3
是不是能来一首90年代的舞曲啊,5
回看国防军事国防微视频-军歌嘹亮-青春迷彩谣,1
夜神月的教程视频给我找一个,1
所以嘱咐一下同行们同时也嘱咐一下我自己酒就不要再多喝了,0
播放一个朴宝英主演的电视剧的拍摄花絮,1
点一首90年代人都爱听的民谣,5
我要听百年孤独的英文版小说,3
搜索一下4月11日是阴历多少啊,9
今年的小暑是农历的哪天,9
麻烦请帮我设置一个周末早上9点去发传单的闹钟。,7
我很确定我就只能听中央人民广播电台的音乐之声,6
帮我查一下今年的春节是几月几日,9
5月5号不要忘了提醒我去104要账,7
我希望世界末日是真的,9
查询然后给我订几张去齐齐哈尔的机票,2
一三四九字文案感动张国立,9
推送下今天河南卫视的电视剧,8
古典音乐列表随机播放吧,5
找出泰国言情剧麻雀变凤凰播放,8
我想要知晓2021年的国庆节是星期四不是,8
给我播放法国长篇小说悲惨世界的日文版,8
我要看鬼畜剧场里的全明星手术室,1
频率是八八点三的高明电台继续给我收听可以吗,6
我们之间不能以虚相对那样她就会被曝光,0
广播剧AWM第一季第三集帮我播一下,8
继续上窥探这个剧,8
请循环给播一下忠实的朋友这个故事,3
我侄女想看公共台昨天播放过的战魂,8
七星彩这周奖金多少钱,0
唐嫣做客的电台节目立刻播放一下呢,8
找一个治愈歌单顺序播放一下呢,5
立刻找出来iPad Pro的测评视频,1
明天平潭空气质量怎么样,11
正在直播的世界斯诺克锦标赛快帮我调到,6
国产动漫斗罗大陆帮我找出来,1
查询明早乌镇会降水吗,11
听音乐台的话帮我找河南音乐广播,6
好久不看成龙主演的作品了，就看神话吧,8
你都有一些什么功能啊,10
帮我打开收音机，我想听下新闻,10
空调调高到28,10
给我循环播放一下杜甫的绝句,5
我现在就想把冰箱设置到零下五度,10
我要听王一博的年少心事,6
网友评点徐克的影视套拍好不热闹但从播出情况看似乎反响都平平,1
明天上午的闹钟建立一下,7
帮我回放国防军事频道兵器面面观-2021-90节目,4
等会听春晚小品循环播放一下2020年闫妮的快乐其实很简单,5
打开上午十点的好享购物,6
大理室内空气质量是良好吗,11
建筑学概论已于一零月二五日开拍拍摄地选为首尔与济州岛,8
搞笑类的有声漫画给我播一个,0
继续播放快乐星球的第10集之后的剧集,8
国内哪些大学有韩语专业,5
2月14号情人节是农历的哪天,9
现在请给我循环播放十二生肖的故事英文版,3
有声的紫襟说的悬疑的小说帮我播一下,6
能不能快点儿给我调高空调湿度,10
麻烦随便给我放一个鬼畜视频在哔哩哔哩上找,1
去往拉萨的普快今天有票没有啊,2
播放老友记的有声小说,3
2020年马丽出演的电影找一个播放呢,8
主演赵薇听歌周迅听歌孙俪听歌陈坤听歌甄子丹等人纷纷现身,8
帮我让空调切换到循环送风模式吧,10
可惜这辉煌的时代早已成为昨天,8
今天夜间有几级风啊,11
提醒我18号晚上7点去看话剧,7
云南少儿是不是正在播着宝贝爱动画帮我看下,4
随机来一首张杰的歌曲吧,5
查看昨天9点广西卫视播放的是什么节目,4
能来一个香港电影追龙吧,8
都末日了还上什么班儿,0
我想知道昨天应该是什么节日,9
我想再看一遍零点播放的嗨我的新家,1
给我找一下今年最火的轻音乐,5
但是二五日郑裕玲却突然出现在明报周刊的封面上宣布和吕方分手,0
你是在怪我知道我不好,0
我要查今天到上海的飞机票,2
查询夜间气温会大幅度降低吗,11
太冷了把空调关了吧,10
麻烦播放下心理FM,8
东湖新闻都是每天十二点三十五分开播吗帮我打开看下,4
下载贵金属属行情软件,1
城北片区什么地点可以办理电信固定安装业务,8
湖南卫视的拥抱幸福播完了吗帮我看下,4
北京飞新加坡的飞机究竟是不是是11点的啊,2
黄金屋商业服务有限公司,7
圣母哀悼曲凌轩企业社,3
因为有你我的世界才会如此完美,8
能不能帮我记一下明天下午给绝绝子打视频电话,7
帮我打开生活，我想看下今天下午播放些什么,1
能给我来一个13年周星驰执导的电影给我看吗,8
零点已经播出的顶级赛事-围棋回看一下,1
再过十分钟FM96.6的经济之声就能听了,6
2019年8月23期的中国新说唱节目花絮帮我找一下吧,1
稻香是周杰伦因汶川地震创作的吗,5
我想看日本电视剧咖啡遇上香草的幕后故事帮我播放一下,1
明天的合肥天气预报等会就放了帮我调好台,6
开心消消乐通关的视频播一下,1
周末要去石家庄，那边天气怎么样,11
请用英语读下王维的西施咏,5
查询目前在周口地区办理新势力十六元短信套餐可享受到哪些优惠,7
告诉我自驾车去丽江车少的路线,2
在我到家之前将空调打开。,10
